feature_id,feature_category,feature_name,subfeature_name,phase_class,purpose,input_name,input_type,unit,default_value,constraint,options,automatic_decision,validation_rule,process,calculation_reference,output,report,drawing,integration,upstream_feature,downstream_feature,manual_id,pdf_page,book_page,section,screen_name,table_name,figure_name,classification,evidence_text_summary,interpretation,unknowns,oss_mapping,adoption_candidate,status
F4-P1-001,project_management,工事名フォルダ,データ保存先|src:F4-1-001,Phase1_required,設計データの保存フォルダを決定,工事名,文字列,NONE,NONE,NONE,NONE,NONE,NONE,新規作成時に工事名を入力しフォルダを自動生成,MAN-021 2-2-2 ②,[REDACTED_ABS_PATH] ②,新規作成ダイアログ,NONE,NONE,NONE,Evidence,「データはここで入力した工事名のフォルダの中に作成されます（既定では[REDACTED_ABS_PATH]
F4-P1-002,project_management,新規作成,橋梁設計の新規開始|src:F4-1-002,Phase1_required,新規に橋梁設計を開始する,桁形式,選択,NONE,NONE,NONE,NONE,NONE,NONE,新規作成ボタンから桁形式を選択してOK,MAN-021 2-2-2 ①; MAN-002 1.2,NONE,NONE,NONE,NONE,NONE,MAN-021; MAN-002,MAN-021,10; 4,2-2-2 ①; 1.2,構造形式選択ダイアログ,NONE,NONE,NONE,Evidence,MAN-021「新規作成ボタンの後 構造形式の選択画面」; MAN-002「新規に橋梁を設計する場合は新規作成を選択」,NONE,NONE,NONE,NONE,extracted
F4-P1-003,project_management,既存データ選択,設計データの再開|src:F4-1-003,Phase1_required,既存の設計データ(.mdb)から設計を再開する,設計データファイル,ファイル選択,NONE,NONE,NONE,NONE,NONE,NONE,既存データ選択ボタンから.mdbファイルを選択,MAN-002 1.3,NONE,NONE,NONE,NONE,NONE,MAN-002,MAN-002,6,1.3,既存データ選択ダイアログ,NONE,NONE,NONE,Evidence,「設計データ（Mdbファイル：橋梁名称橋梁名称.mdb）を選択して下さい」,NONE,NONE,NONE,NONE,extracted
F4-P1-004,alignment_import,線形データ取込,既存線形データの読込み|src:F4-1-004,Phase1_required,既に終了したAlign線形計算データを取り込む,線形データファイル(.alg),ファイル選択,NONE,NONE,NONE,NONE,NONE,NONE,線形計算実行選択画面の「既存の線形データ」を選択し.algを選択,MAN-021 2-2-2 ④,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,12,2-2-2 ④,線形計算実行選択画面,NONE,NONE,NONE,Evidence,「中段は既に別途Align線形計算が終了していてそのデータを取り込むことを示しています」「該当する線形データ（拡張子.alg）を選択して下さい」,NONE,NONE,NONE,NONE,extracted
F4-P1-005,longitudinal_alignment,縦断線定義,構造部材への線形割り当て|src:F4-1-005,Phase1_required,縦断線を構造部材に定義する,縦断線データ,NONE,NONE,NONE,NONE,NONE,NONE,NONE,線形計算結果を確認し横断線をデータセット,MAN-021 2-2-2 ⑤,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,13,2-2-2 ⑤,線形線構造部材定義画面,NONE,NONE,NONE,Evidence,「縦断線はAlign線形計算で定義済みなので確認をして下さい」,NONE,NONE,NONE,NONE,extracted
F4-P1-006,cross_section_lines,横断線定義,横桁・対傾構のデータセット|src:F4-1-006,Phase1_required,横断線に部材をデータセットする,横断線データ,NONE,NONE,NONE,NONE,NONE,NONE,NONE,縦断線確認後、横断線に横桁・対傾構等の部材をセット,MAN-021 2-2-2 ⑤,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,13,2-2-2 ⑤,線形線構造部材定義画面,NONE,NONE,NONE,Evidence,「横断線は横桁対傾構などの部材をデータセットして下さい」,NONE,NONE,NONE,NONE,extracted
F4-P1-007,unit_system,単位系選択,SI単位系と重力単位系|src:F4-1-007,Phase1_required,設計計算の単位系を選択する,単位系,選択,NONE,NONE,NONE,SI単位系/重力単位系,NONE,NONE,設計条件オプションにて選択,MAN-021 4-2-1,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,27,4-2-1,NONE,NONE,NONE,NONE,Evidence,「従来単位系とSI単位系は設計条件オプションにて選択します」「単位系SI単位系重力単位系」,NONE,NONE,NONE,NONE,extracted
F4-P1-008,unit_system,単位系自動変換なし,切替時の入力変換不可|src:F4-1-008,Phase1_required,単位系切替時に荷重等の入力データが自動変換されないことを明記,単位系切替,フラグ,NONE,NONE,NONE,NONE,なし,NONE,単位系を切り替えると荷重等の入力データの自動変換機能なし,MAN-021 4-2-1,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,27,4-2-1,NONE,NONE,NONE,NONE,Evidence,「単位系を切り替えることによる荷重などの入力データの自動変換機能はありません」,NONE,NONE,NONE,NONE,extracted
F4-P1-009,unit_system,ハンチ単位伝播,他プログラムへの単位伝播|src:F4-1-009,Phase1_required,ハンチ計算で指定した単位系が他プログラムに伝播する,ハンチ計算の単位設定,NONE,NONE,NONE,NONE,NONE,あり,NONE,自動設計時にハンチ計算で単位を指定すると他プログラムに伝播,MAN-021 4-2-1,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,27,4-2-1,NONE,NONE,NONE,NONE,Evidence,「自動設計時にはハンチ計算にて指定すれば他プログラムは全て選択された単位系となります」,NONE,NONE,NONE,NONE,extracted
F4-P1-010,unit_system,単体プログラム単位設定,単体使用時の設計条件選択|src:F4-1-010,Phase1_optional,単体プログラムとして使用する場合に各プログラムの設計条件で単位を選択,設計条件の単位設定,選択,NONE,NONE,NONE,NONE,NONE,NONE,単体プログラム使用時は各プログラムの設計条件で選択,MAN-021 4-2-1,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,27,4-2-1,NONE,NONE,NONE,NONE,Evidence,「単体プログラムとして使用する場合は各プログラムの設計条件で選択します」,NONE,NONE,NONE,NONE,extracted
F4-P1-011,unit_system,デフォルト単位ルト単位値,SI単位系の初期値|src:F4-1-011,Phase1_optional,単体プログラムの荷重等のデフォルト値は単位系によらずSI単位系の初期値,荷重のデフォルト値,数値,NONE,SI単位系の初期値,NONE,NONE,NONE,NONE,単体プログラムの荷重等のデフォルト値はSI単位系の初期値,MAN-021 4-2-1,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,27,4-2-1,NONE,NONE,NONE,NONE,Evidence,「単体プログラムの荷重などのデフォルト値は単位系によらずSI単位系の初期値です」,NONE,NONE,NONE,NONE,extracted
F4-P1-012,bridge_basic_conditions,適用規模_主桁本数,RC鈑桁の主桁本数上限|src:F4-1-012,Phase1_required,RC鈑桁の最大主桁本数を定義,主桁本数,整数,本,15,上限,NONE,上限15本,NONE,RC鈑桁の主桁本数は最大15本,MAN-021 3-2,15本,NONE,NONE,NONE,NONE,MAN-021,MAN-021,22,3-2,適用範囲表,NONE,NONE,NONE,Evidence,「RC鈑桁：15」,NONE,NONE,NONE,NONE,extracted
F4-P1-013,bridge_basic_conditions,適用規模_主桁本数_鋼床版,鋼床版鈑桁の主桁本数上限|src:F4-1-013,Phase1_required,鋼床版鈑桁の最大主桁本数を定義,主桁本数,整数,本,10,上限,NONE,上限10本,NONE,鋼床版鈑桁の主桁本数は最大10本,MAN-021 3-2,10本,NONE,NONE,NONE,NONE,MAN-021,MAN-021,22,3-2,適用範囲表,NONE,NONE,NONE,Evidence,「鋼床版鈑桁：10」,NONE,NONE,NONE,NONE,extracted
F4-P1-014,bridge_basic_conditions,適用規模_横断線数,最大横断線数|src:F4-1-014,Phase1_required,最大横断線数を定義,横断線数,整数,線,120,上限,NONE,上限120,NONE,横断線数は最大120,MAN-021 3-2,120,NONE,NONE,NONE,NONE,MAN-021,MAN-021,22,3-2,適用範囲表,NONE,NONE,NONE,Evidence,「横断線数 120」,NONE,NONE,NONE,NONE,extracted
F4-P1-015,bridge_basic_conditions,適用規模_格点数_RC鈑桁,RC鈑桁の最大格点数|src:F4-1-015,Phase1_optional,RC鈑桁の最大格点数を定義,格点数,整数,NONE,500,上限,NONE,上限500,NONE,RC鈑桁の格点数は最大500,MAN-021 3-2,500,NONE,NONE,NONE,NONE,MAN-021,MAN-021,22,3-2,適用範囲表,NONE,NONE,NONE,Evidence,「RC鈑桁：500」,NONE,NONE,NONE,NONE,extracted
F4-P1-016,alignment,線形計算実行,Alignの直接実行|src:F4-1-016,Phase1_required,線形計算を直接実行する,線形計算実行,操作,NONE,NONE,NONE,SuperDesigner内/単独実行,NONE,NONE,スタートメニューからApollo Align線形計算を選択,MAN-021 2-2-1,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,9,2-2-1,線形計算起動画面,NONE,NONE,NONE,Evidence,「線形計算の実行は次の2つの方法があります」,NONE,NONE,NONE,NONE,extracted
F4-P1-017,project_management,フォルダ構成,工事名以下のフォルダ構造|src:F4-1-017,Phase1_required,設計データのフォルダ構成を定義,フォルダ構成,NONE,NONE,NONE,NONE,NONE,あり,NONE,工事名フォルダ直下にAlign Design Drawを配置,MAN-021 4-1 (5),Align/Design/Draw,NONE,NONE,NONE,NONE,MAN-021,MAN-021,27,4-1 (5),NONE,NONE,NONE,NONE,Evidence,「データのフォルダ構成は次のように作成されます￥y-Design-Bridge￥工事名￥Align￥Design￥Drae」,NONE,NONE,NONE,NONE,extracted
F4-P1-018,girder_layout,コントロールプログラム,非合成鈑桁の実行順序|src:F4-1-018,Phase1_required,コントロールプログラムの実行順序と機能分類を定義,コントロールプログラムの操作順序,操作順序,NONE,NONE,NONE,NONE,NONE,あり,NONE,左上から右下へガイドに沿って実行,MAN-021 2-2-2; MAN-002 2.1,NONE,NONE,NONE,NONE,NONE,MAN-021; MAN-002,NONE,11; 7,2-2-2; 2.1,コントロール画面,NONE,NONE,Evidence,MAN-021「ボタンの文字が黒＆ボタンの両側が青：実行を推奨する操作」; MAN-002「左上から右下へ実行して頂く配置」,NONE,NONE,NONE,NONE,extracted
F4-P1-019,project_management,設計DB,MS-Accessベースの設計データ|src:F4-1-019,Phase1_required,設計データをMS-Accessデータベースに保存する,設計DB(.mdb),ファイル,NONE,NONE,NONE,NONE,NONE,あり,NONE,設計データはMS-Accessに保存される,MAN-021 2-1-2; MAN-002 1.3,NONE,NONE,NONE,NONE,NONE,MAN-021; MAN-002,NONE,8; 6,2-1-2; 1.3,設計データベース,NONE,NONE,Evidence,MAN-021「MS-Accessのデータベースを中心として」; MAN-002「設計データ（Mdbファイル：橋梁名称橋梁名称.mdb）」,NONE,NONE,NONE,NONE,extracted
F4-P1-020,bridge_basic_conditions,単位系ヘルプ記載,ヘルプ文書の単位系|src:F4-1-020,Phase1_optional,ヘルプ文書の中の単位系は全てSI単位系,ヘルプの単位系表示,NONE,NONE,NONE,NONE,NONE,SI単位系固定,NONE,ヘルプ文書の中の単位系は全てSI単位系,MAN-021 4-2-1,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,27,4-2-1,NONE,NONE,NONE,NONE,Evidence,「ヘルプ文書の中の単位系は全てSI単位系です」,NONE,NONE,NONE,NONE,extracted
F4-P1-021,alignment,線形計算起動,コントロールプログラムからの起動|src:F4-1-021,Phase1_required,線形計算をコントロールプログラムから起動する,線形計算起動,操作,NONE,NONE,NONE,設計データに変換する/設計データに変換しない,NONE,NONE,コントロールプログラムにて線形計算を選択し起動,MAN-003 1-1-1,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,3,1.1,線形計算起動画面,NONE,NONE,NONE,Evidence,「コントロールプログラムにて線形計算を起動しますと以下のダイアログが表示されます」,NONE,NONE,NONE,NONE,extracted
F4-P1-022,alignment,線形計算起動,設計データへの変換選択|src:F4-1-022,Phase1_required,線形計算結果を設計データに変換するか選択する,変換選択,選択,NONE,NONE,NONE,設計データに変換する/設計データに変換しない,NONE,NONE,線形計算結果を設計データに変換するを選択してOKをクリック,MAN-003 1-1-1,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,3,1.1,線形計算起動画面,NONE,NONE,NONE,Evidence,「線形計算を行い設計データに変換するを選択しOKをクリックして下さい」,NONE,NONE,NONE,NONE,extracted
F4-P1-023,alignment,座標系指定,タイトルと座標系の指定|src:F4-1-023,Phase1_required,線形計算の座標系を指定する,タイトル,文字列,NONE,NONE,NONE,NONE,NONE,NONE,基本データの座標系指定をクリックしタイトルと座標系を指定してOK,MAN-003 2-1,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,4,2.1,座標系指定画面,NONE,NONE,NONE,Evidence,「タイトルと座標系の指定を行いOKをクリックして下さい」,NONE,NONE,NONE,NONE,extracted
F4-P1-024,alignment,中心線作成,中心線名とステーションピッチ入力|src:F4-1-024,Phase1_required,中心線の名前とステーションピッチを入力する,中心線名,文字列,NONE,NONE,NONE,NONE,NONE,NONE,中心線定義画面で追加をクリックし中心線名とステーションピッチを入力,MAN-003 2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,4-5,2.2,中心線作成画面,NONE,NONE,NONE,Evidence,「中心線名やステーションピッチを入力します」,NONE,NONE,NONE,NONE,extracted
F4-P1-025,alignment,中心線作成,直線要素の作成|src:F4-1-025,Phase1_required,中心線の直線要素を作成する,直線要素,操作,NONE,NONE,NONE,NONE,NONE,NONE,直線ボタンをクリックして直線要素ダイアログで作成,MAN-003 2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,5,2.2,直線作成画面,NONE,NONE,NONE,Evidence,「直線円クロソイドボタンにて各線形要素ダイアログが表示されます」,NONE,NONE,NONE,NONE,extracted
F4-P1-026,alignment,中心線作成,円要素の作成|src:F4-1-026,Phase1_required,中心線の円要素を作成する,円要素,操作,NONE,NONE,NONE,NONE,NONE,NONE,円ボタンをクリックして円要素ダイアログで作成,MAN-003 2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,6,2.2,円作成画面,NONE,NONE,NONE,Evidence,「円作成」,NONE,NONE,NONE,NONE,extracted
F4-P1-027,alignment,中心線作成,クロソイド要素の作成|src:F4-1-027,Phase1_required,中心線のクロソイド要素を作成する,クロソイド要素,操作,NONE,NONE,NONE,NONE,NONE,NONE,クロソイドボタンをクリックしてクロソイド要素ダイアログで作成,MAN-003 2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,7,2.2,クロソイド作成画面,NONE,NONE,NONE,Evidence,「クロソイド作成」,NONE,NONE,NONE,NONE,extracted
F4-P1-028,cross_slope,幅員線作成,道路中心位置と歩道位置の選択|src:F4-1-028,Phase1_required,幅員線の道路中心位置と歩道位置を選択する,道路中心位置,選択,NONE,NONE,NONE,NONE,NONE,NONE,幅員線作成画面で道路中心位置と歩道位置の選択と寸法値を入力,MAN-003 2-3,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,8,2.3,幅員線作成画面,NONE,NONE,NONE,Evidence,「道路中心位置歩道位置の選択と寸法値を入力して下さい」,NONE,NONE,NONE,NONE,extracted
